file_name,source_type,scene_id,is_duplicate_of,gallery_selected_file,width,height,orientation,exif_time,post_time,post_name,status,usage,author_decision,notes
17946133013892879.jpg,INSTAGRAM,scene_d06_007,IMG_20241101_190420_437.jpg,17946133013892879.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 1 張
IMG_20241101_190420_437.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_007,17946133013892879.jpg,17946133013892879.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 17946133013892879.jpg 相同畫面，不重複建立 Slide)
17991635873567968.jpg,INSTAGRAM,scene_d06_008,IMG_20241101_190420_526.jpg,17991635873567968.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 3 張
IMG_20241101_190420_526.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_008,17991635873567968.jpg,17991635873567968.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 17991635873567968.jpg 相同畫面，不重複建立 Slide)
17993574506554102.jpg,INSTAGRAM,scene_d06_009,IMG_20241101_183450_779.jpg,17993574506554102.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,HERO_AND_BODY_AND_IG,APPROVED_FEATURED_BODY,作者指定：帥哥司機露臉照，必放正文司機/Spotify段落與IG，唯一Slide
IMG_20241101_183450_779.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_009,17993574506554102.jpg,17993574506554102.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED_FEATURED_BODY,手機端同源副本 (與 17993574506554102.jpg 相同畫面，不重複建立 Slide)
18009402788475604.jpg,INSTAGRAM,scene_d06_010,IMG_20241101_185645_969.jpg,18009402788475604.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 10 張
IMG_20241101_185645_969.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_010,18009402788475604.jpg,18009402788475604.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18009402788475604.jpg 相同畫面，不重複建立 Slide)
18011804015638931.jpg,INSTAGRAM,scene_d06_011,IMG_20241101_184742_250.jpg,18011804015638931.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 1 張
IMG_20241101_184742_250.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_011,18011804015638931.jpg,18011804015638931.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18011804015638931.jpg 相同畫面，不重複建立 Slide)
18012286553418797.jpg,INSTAGRAM,scene_d06_012,IMG_20241101_190420_688.jpg,18012286553418797.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 8 張
IMG_20241101_190420_688.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_012,18012286553418797.jpg,18012286553418797.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18012286553418797.jpg 相同畫面，不重複建立 Slide)
18022671059573566.jpg,INSTAGRAM,scene_d06_013,IMG_20241101_183450_822.jpg,18022671059573566.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,IG_CARD,APPROVED,Post #11 蘇瑪酒莊 現場照片第 3 張
IMG_20241101_183450_822.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_013,18022671059573566.jpg,18022671059573566.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18022671059573566.jpg 相同畫面，不重複建立 Slide)
18024367799233565.jpg,INSTAGRAM,scene_d06_014,IMG_20241101_190420_561.jpg,18024367799233565.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 4 張
IMG_20241101_190420_561.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_014,18024367799233565.jpg,18024367799233565.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18024367799233565.jpg 相同畫面，不重複建立 Slide)
18024954911527492.jpg,INSTAGRAM,scene_d06_015,IMG_20241101_183450_863.jpg,18024954911527492.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,IG_CARD,APPROVED,Post #11 蘇瑪酒莊 現場照片第 5 張
IMG_20241101_183450_863.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_015,18024954911527492.jpg,18024954911527492.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18024954911527492.jpg 相同畫面，不重複建立 Slide)
18025657397204565.jpg,INSTAGRAM,scene_d06_016,IMG_20241101_184742_419.jpg,18025657397204565.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 6 張
IMG_20241101_184742_419.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_016,18025657397204565.jpg,18025657397204565.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18025657397204565.jpg 相同畫面，不重複建立 Slide)
18028888139374646.jpg,INSTAGRAM,scene_d06_017,IMG_20241101_190420_652.jpg,18028888139374646.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 7 張
IMG_20241101_190420_652.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_017,18028888139374646.jpg,18028888139374646.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18028888139374646.jpg 相同畫面，不重複建立 Slide)
18030327542114262.jpg,INSTAGRAM,scene_d06_018,IMG_20241101_190420_581.jpg,18030327542114262.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 5 張
IMG_20241101_190420_581.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_018,18030327542114262.jpg,18030327542114262.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18030327542114262.jpg 相同畫面，不重複建立 Slide)
18037303580017888.jpg,INSTAGRAM,scene_d06_019,IMG_20241101_184742_314.jpg,18037303580017888.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 2 張
IMG_20241101_184742_314.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_019,18037303580017888.jpg,18037303580017888.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18037303580017888.jpg 相同畫面，不重複建立 Slide)
18041803136145680.jpg,INSTAGRAM,scene_d06_020,IMG_20241101_185645_901.jpg,18041803136145680.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 9 張
IMG_20241101_185645_901.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_020,18041803136145680.jpg,18041803136145680.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18041803136145680.jpg 相同畫面，不重複建立 Slide)
18045076499024888.jpg,INSTAGRAM,scene_d06_021,IMG_20241101_183450_913.jpg,18045076499024888.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,IG_CARD,APPROVED,Post #11 蘇瑪酒莊 現場照片第 8 張
IMG_20241101_183450_913.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_021,18045076499024888.jpg,18045076499024888.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18045076499024888.jpg 相同畫面，不重複建立 Slide)
18045720992079671.jpg,INSTAGRAM,scene_d06_022,IMG_20241101_185645_857.jpg,18045720992079671.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 8 張
IMG_20241101_185645_857.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_022,18045720992079671.jpg,18045720992079671.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18045720992079671.jpg 相同畫面，不重複建立 Slide)
18045810980083107.jpg,INSTAGRAM,scene_d06_023,IMG_20241101_185645_656.jpg,18045810980083107.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 4 張
IMG_20241101_185645_656.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_023,18045810980083107.jpg,18045810980083107.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18045810980083107.jpg 相同畫面，不重複建立 Slide)
18050725180792871.jpg,INSTAGRAM,scene_d06_024,IMG_20241101_185645_683.jpg,18050725180792871.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 5 張
IMG_20241101_185645_683.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_024,18050725180792871.jpg,18050725180792871.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18050725180792871.jpg 相同畫面，不重複建立 Slide)
18065164654675734.jpg,INSTAGRAM,scene_d06_025,IMG_20241101_184742_372.jpg,18065164654675734.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,BODY_AND_IG,APPROVED_FEATURED_BODY,作者指定：喝琴酒瞇眼、拿紅色酒杯，必放正文琴酒段落與IG，唯一Slide
IMG_20241101_184742_372.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_025,18065164654675734.jpg,18065164654675734.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED_FEATURED_BODY,手機端同源副本 (與 18065164654675734.jpg 相同畫面，不重複建立 Slide)
18067099420578829.jpg,INSTAGRAM,scene_d06_026,IMG_20241101_190420_494.jpg,18067099420578829.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 2 張
IMG_20241101_190420_494.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_026,18067099420578829.jpg,18067099420578829.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18067099420578829.jpg 相同畫面，不重複建立 Slide)
18084324676522044.jpg,INSTAGRAM,scene_d06_027,IMG_20241101_190420_846.jpg,18084324676522044.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 10 張
IMG_20241101_190420_846.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_027,18084324676522044.jpg,18084324676522044.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18084324676522044.jpg 相同畫面，不重複建立 Slide)
18095193973433589.jpg,INSTAGRAM,scene_d06_028,IMG_20241101_185645_793.jpg,18095193973433589.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 7 張
IMG_20241101_185645_793.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_028,18095193973433589.jpg,18095193973433589.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18095193973433589.jpg 相同畫面，不重複建立 Slide)
18120881893393847.jpg,INSTAGRAM,scene_d06_029,IMG_20241101_183450_975.jpg,18120881893393847.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,IG_CARD,APPROVED,Post #11 蘇瑪酒莊 現場照片第 9 張
IMG_20241101_183450_975.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_029,18120881893393847.jpg,18120881893393847.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18120881893393847.jpg 相同畫面，不重複建立 Slide)
18152722621327838.jpg,INSTAGRAM,scene_d06_030,IMG_20241101_184742_391.jpg,18152722621327838.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 5 張
IMG_20241101_184742_391.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_030,18152722621327838.jpg,18152722621327838.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18152722621327838.jpg 相同畫面，不重複建立 Slide)
18159299731321849.jpg,INSTAGRAM,scene_d06_031,IMG_20241101_183450_843.jpg,18159299731321849.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,IG_CARD,APPROVED,Post #11 蘇瑪酒莊 現場照片第 4 張
IMG_20241101_183450_843.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_031,18159299731321849.jpg,18159299731321849.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18159299731321849.jpg 相同畫面，不重複建立 Slide)
18167900248313871.jpg,INSTAGRAM,scene_d06_032,,18167900248313871.jpg,1440,1440,Landscape,,2024-11-01 15:35:10,Post #11 蘇瑪酒莊,CONFIRMED,IG_CARD,APPROVED,Post #11 蘇瑪酒莊 現場照片第 7 張
18170946850309614.jpg,INSTAGRAM,scene_d06_033,IMG_20241101_190420_627.jpg,18170946850309614.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,CONFIRMED,IG_CARD,APPROVED,Post #14 卡爾頓花園 現場照片第 6 張
IMG_20241101_190420_627.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_033,18170946850309614.jpg,18170946850309614.jpg,1440,1440,Landscape,,2024-11-01 16:18:35,Post #14 卡爾頓花園,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18170946850309614.jpg 相同畫面，不重複建立 Slide)
18251652523287955.jpg,INSTAGRAM,scene_d06_034,IMG_20241101_185645_579.jpg,18251652523287955.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,CONFIRMED,IG_CARD,APPROVED,Post #13 大草原與巧克力工廠 現場照片第 2 張
IMG_20241101_185645_579.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_034,18251652523287955.jpg,18251652523287955.jpg,1440,1440,Landscape,,2024-11-01 15:56:47,Post #13 大草原與巧克力工廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18251652523287955.jpg 相同畫面，不重複建立 Slide)
18271570018218409.jpg,INSTAGRAM,scene_d06_035,,18271570018218409.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 7 張
18333282220145373.jpg,INSTAGRAM,scene_d06_036,IMG_20241101_184742_571.jpg,18333282220145373.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 8 張
IMG_20241101_184742_571.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_036,18333282220145373.jpg,18333282220145373.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18333282220145373.jpg 相同畫面，不重複建立 Slide)
18466179745055358.jpg,INSTAGRAM,scene_d06_037,IMG_20241101_184742_345.jpg,18466179745055358.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,CONFIRMED,IG_CARD,APPROVED,Post #12 四柱琴酒廠 現場照片第 3 張
IMG_20241101_184742_345.jpg,MOBILE_DEVICE_TAKE_DUPLICATE,scene_d06_037,18466179745055358.jpg,18466179745055358.jpg,1440,1440,Landscape,,2024-11-01 15:48:52,Post #12 四柱琴酒廠,DUPLICATE_SOURCE,MAPPED_TO_IG_SCENE,APPROVED,手機端同源副本 (與 18466179745055358.jpg 相同畫面，不重複建立 Slide)
20241101_094822.jpg,CAMERA_ORIGINAL,scene_d06_038,,20241101_094822.jpg,2252,4000,Portrait,2024:11:01 09:48:21,,,CONFIRMED,BODY_NARRATIVE,APPROVED,從接駁小巴車內望向亞拉河谷公路
20241101_100502.jpg,CAMERA_ORIGINAL,scene_d06_039,,20241101_100502.jpg,4000,2252,Landscape,2024:11:01 10:05:02,,,CONFIRMED,BODY_NARRATIVE,APPROVED,陰天裡的亞拉河谷草地與整排樹列
20241101_100813.jpg,CAMERA_ORIGINAL,scene_d06_040,,20241101_100813.jpg,4000,2252,Landscape,2024:11:01 10:08:12,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_100930.jpg,CAMERA_ORIGINAL,scene_d06_041,,20241101_100930.jpg,4000,2252,Landscape,2024:11:01 10:09:30,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_102542.jpg,CAMERA_ORIGINAL,scene_d06_042,,20241101_102542.jpg,4000,2252,Landscape,2024:11:01 10:25:42,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_111123.jpg,CAMERA_ORIGINAL,scene_d06_043,,20241101_111123.jpg,2252,4000,Portrait,2024:11:01 11:11:23,,,CONFIRMED,BODY_NARRATIVE,APPROVED,蘇瑪酒莊的酒款與佐酒點心
20241101_111749.jpg,CAMERA_ORIGINAL,scene_d06_044,,20241101_111749.jpg,2252,2251,Landscape,2024:11:01 11:17:49,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,蘇瑪酒莊室內品酒吧台
20241101_144248.jpg,CAMERA_ORIGINAL,scene_d06_045,,20241101_144248.jpg,4000,2252,Landscape,2024:11:01 14:42:48,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_144912.jpg,CAMERA_ORIGINAL,scene_d06_046,,20241101_144912.jpg,4000,2252,Landscape,2024:11:01 14:49:11,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_145429.jpg,CAMERA_ORIGINAL,scene_d06_047,,20241101_145429.jpg,4000,2252,Landscape,2024:11:01 14:54:29,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_151456.jpg,CAMERA_ORIGINAL,scene_d06_048,,20241101_151456.jpg,4000,2252,Landscape,2024:11:01 15:14:56,,,CONFIRMED,HERO_AND_BODY,APPROVED_FEATURED_HERO,全行程 MVP 封神大草原全景（橫式廣角 4000x2252）
20241101_151553.jpg,CAMERA_ORIGINAL,scene_d06_049,,20241101_151553.jpg,4000,2252,Landscape,2024:11:01 15:15:53,,,CONFIRMED,BODY_NARRATIVE,APPROVED,起伏丘陵與遠處山嵐（橫式 4000x2252）
20241101_170006.jpg,CAMERA_ORIGINAL,scene_d06_050,,20241101_170006.jpg,4000,2252,Landscape,2024:11:01 17:00:06,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_171146.jpg,CAMERA_ORIGINAL,scene_d06_051,,20241101_171146.jpg,4000,2252,Landscape,2024:11:01 17:11:46,,,CONFIRMED,BODY_NARRATIVE,APPROVED,卡爾頓花園維多利亞林蔭道（直式 2252x4000）
20241101_171202.jpg,CAMERA_ORIGINAL,scene_d06_052,,20241101_171202.jpg,4000,2252,Landscape,2024:11:01 17:12:02,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_171241.jpg,CAMERA_ORIGINAL,scene_d06_053,,20241101_171241.jpg,4000,2252,Landscape,2024:11:01 17:12:41,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
20241101_171649.jpg,CAMERA_ORIGINAL,scene_d06_054,,20241101_171649.jpg,4000,2252,Landscape,2024:11:01 17:16:48,,,CONFIRMED,GALLERY_SUPPLEMENT,APPROVED,相機庫精選補充現場照片
